year,District,month,Outbreak status,date
2019,Hambantota,June,0,2019-06-01
2019,Hambantota,July,0,2019-07-01
2019,Hambantota,August,0,2019-08-01
2019,Hambantota,September,0,2019-09-01
2019,Hambantota,October,0,2019-10-01
2019,Hambantota,November,0,2019-11-01
2019,Hambantota,December,0,2019-12-01
2019,Jaffna,January,1,2019-01-01
2019,Jaffna,February,1,2019-02-01
2019,Jaffna,March,1,2019-03-01
2019,Jaffna,April,0,2019-04-01
2019,Jaffna,May,0,2019-05-01
2019,Jaffna,June,0,2019-06-01
2019,Jaffna,July,0,2019-07-01
2019,Jaffna,August,0,2019-08-01
2019,Jaffna,September,0,2019-09-01
2019,Jaffna,October,1,2019-10-01
2019,Jaffna,November,0,2019-11-01
2019,Jaffna,December,0,2019-12-01
2019,Kalutara,January,0,2019-01-01
2019,Kalutara,February,0,2019-02-01
2019,Kalutara,March,0,2019-03-01
2019,Kalutara,April,0,2019-04-01
2019,Kalutara,May,0,2019-05-01
2019,Kalutara,June,0,2019-06-01
2019,Kalutara,July,0,2019-07-01
2019,Kalutara,August,0,2019-08-01
2019,Kalutara,September,0,2019-09-01
2019,Kalutara,October,0,2019-10-01
2019,Kalutara,November,0,2019-11-01
2019,Kalutara,December,0,2019-12-01
2019,Kandy,January,1,2019-01-01
2019,Kandy,February,0,2019-02-01
2019,Kandy,March,0,2019-03-01
2019,Kandy,April,0,2019-04-01
2019,Kandy,May,0,2019-05-01
2019,Kandy,June,0,2019-06-01
2019,Kandy,July,0,2019-07-01
2019,Kandy,August,0,2019-08-01
2019,Kandy,September,0,2019-09-01
2019,Kandy,October,0,2019-10-01
2019,Kandy,November,1,2019-11-01
2019,Kandy,December,0,2019-12-01
2019,Kegalle,January,1,2019-01-01
2019,Kegalle,February,0,2019-02-01
2019,Kegalle,March,0,2019-03-01
2019,Kegalle,April,0,2019-04-01
2019,Kegalle,May,0,2019-05-01
2019,Kegalle,June,0,2019-06-01
2019,Kegalle,July,0,2019-07-01
2019,Kegalle,August,0,2019-08-01
2019,Kegalle,September,0,2019-09-01
2019,Kegalle,October,0,2019-10-01
2019,Kegalle,November,0,2019-11-01
2019,Kegalle,December,0,2019-12-01
2019,Kilinochchi,January,0,2019-01-01
2019,Kilinochchi,February,0,2019-02-01
2019,Kilinochchi,March,0,2019-03-01
2019,Kilinochchi,April,0,2019-04-01
2019,Kilinochchi,May,0,2019-05-01
2019,Kilinochchi,June,0,2019-06-01
2019,Kilinochchi,July,0,2019-07-01
2019,Kilinochchi,August,1,2019-08-01
2019,Kilinochchi,September,1,2019-09-01
2019,Kilinochchi,October,0,2019-10-01
2019,Kilinochchi,November,1,2019-11-01
2019,Kilinochchi,December,1,2019-12-01
2019,Kurunegala,January,1,2019-01-01
2019,Kurunegala,February,0,2019-02-01
2019,Kurunegala,March,0,2019-03-01
2019,Kurunegala,April,0,2019-04-01
2019,Kurunegala,May,0,2019-05-01
2019,Kurunegala,June,0,2019-06-01
2019,Kurunegala,July,0,2019-07-01
2019,Kurunegala,August,0,2019-08-01
2019,Kurunegala,September,0,2019-09-01
2019,Kurunegala,October,1,2019-10-01
2019,Kurunegala,November,1,2019-11-01
2019,Kurunegala,December,1,2019-12-01
2019,Mannar,January,1,2019-01-01
2019,Mannar,February,0,2019-02-01
2019,Mannar,March,0,2019-03-01
2019,Mannar,April,0,2019-04-01
2019,Mannar,May,0,2019-05-01
2019,Mannar,June,0,2019-06-01
2019,Mannar,July,0,2019-07-01
2019,Mannar,August,0,2019-08-01
2019,Mannar,September,0,2019-09-01
2019,Mannar,October,0,2019-10-01
2019,Mannar,November,0,2019-11-01
2019,Mannar,December,0,2019-12-01
2019,Matale,January,0,2019-01-01
2019,Matale,February,0,2019-02-01
2019,Matale,March,0,2019-03-01
2019,Matale,April,0,2019-04-01
2019,Matale,May,0,2019-05-01
2019,Matale,June,0,2019-06-01
2019,Matale,July,0,2019-07-01
2019,Matale,August,0,2019-08-01
2019,Matale,September,0,2019-09-01
2019,Matale,October,0,2019-10-01
2019,Matale,November,0,2019-11-01
2019,Matale,December,1,2019-12-01
2019,Matara,January,0,2019-01-01
2019,Matara,February,0,2019-02-01
2019,Matara,March,0,2019-03-01
2019,Matara,April,0,2019-04-01
2019,Matara,May,0,2019-05-01
2019,Matara,June,0,2019-06-01
2019,Matara,July,0,2019-07-01
2019,Matara,August,0,2019-08-01
2019,Matara,September,0,2019-09-01
2019,Matara,October,0,2019-10-01
2019,Matara,November,0,2019-11-01
2019,Matara,December,0,2019-12-01
2019,Moneragala,January,0,2019-01-01
2019,Moneragala,February,0,2019-02-01
2019,Moneragala,March,0,2019-03-01
2019,Moneragala,April,0,2019-04-01
2019,Moneragala,May,0,2019-05-01
2019,Moneragala,June,0,2019-06-01
2019,Moneragala,July,0,2019-07-01
2019,Moneragala,August,0,2019-08-01
2019,Moneragala,September,0,2019-09-01
2019,Moneragala,October,0,2019-10-01
2019,Moneragala,November,0,2019-11-01
2019,Moneragala,December,1,2019-12-01
2019,Mullaitivu,January,0,2019-01-01
2019,Mullaitivu,February,0,2019-02-01
2019,Mullaitivu,March,0,2019-03-01
2019,Mullaitivu,April,0,2019-04-01
2019,Mullaitivu,May,0,2019-05-01
2019,Mullaitivu,June,0,2019-06-01
2019,Mullaitivu,July,1,2019-07-01
2019,Mullaitivu,August,0,2019-08-01
2019,Mullaitivu,September,0,2019-09-01
2019,Mullaitivu,October,1,2019-10-01
2019,Mullaitivu,November,0,2019-11-01
2019,Mullaitivu,December,1,2019-12-01
2019,Nuwara Eliya,January,0,2019-01-01
2019,Nuwara Eliya,February,0,2019-02-01
2019,Nuwara Eliya,March,0,2019-03-01
2019,Nuwara Eliya,April,0,2019-04-01
2019,Nuwara Eliya,May,0,2019-05-01
2019,Nuwara Eliya,June,0,2019-06-01
2019,Nuwara Eliya,July,0,2019-07-01
2019,Nuwara Eliya,August,0,2019-08-01
2019,Nuwara Eliya,September,0,2019-09-01
2019,Nuwara Eliya,October,0,2019-10-01
2019,Nuwara Eliya,November,0,2019-11-01
2019,Nuwara Eliya,December,0,2019-12-01
2019,Polonnaruwa,January,0,2019-01-01
2019,Polonnaruwa,February,0,2019-02-01
2019,Polonnaruwa,March,0,2019-03-01
2019,Polonnaruwa,April,0,2019-04-01
2019,Polonnaruwa,May,1,2019-05-01
2019,Polonnaruwa,June,0,2019-06-01
2019,Polonnaruwa,July,0,2019-07-01
2019,Polonnaruwa,August,0,2019-08-01
2019,Polonnaruwa,September,0,2019-09-01
2019,Polonnaruwa,October,0,2019-10-01
2019,Polonnaruwa,November,0,2019-11-01
2019,Polonnaruwa,December,1,2019-12-01
2019,Puttalam,January,0,2019-01-01
2019,Puttalam,February,0,2019-02-01
2019,Puttalam,March,0,2019-03-01
2019,Puttalam,April,0,2019-04-01
2019,Puttalam,May,0,2019-05-01
2019,Puttalam,June,0,2019-06-01
2019,Puttalam,July,0,2019-07-01
2019,Puttalam,August,0,2019-08-01
2019,Puttalam,September,0,2019-09-01
2019,Puttalam,October,0,2019-10-01
2019,Puttalam,November,1,2019-11-01
2019,Puttalam,December,1,2019-12-01
2019,Ratnapura,January,0,2019-01-01
2019,Ratnapura,February,0,2019-02-01
2019,Ratnapura,March,0,2019-03-01
2019,Ratnapura,April,0,2019-04-01
2019,Ratnapura,May,0,2019-05-01
2019,Ratnapura,June,0,2019-06-01
2019,Ratnapura,July,0,2019-07-01
2019,Ratnapura,August,0,2019-08-01
2019,Ratnapura,September,0,2019-09-01
2019,Ratnapura,October,0,2019-10-01
2019,Ratnapura,November,0,2019-11-01
2019,Ratnapura,December,0,2019-12-01
2019,Trincomalee,January,0,2019-01-01
2019,Trincomalee,February,0,2019-02-01
2019,Trincomalee,March,0,2019-03-01
2019,Trincomalee,April,0,2019-04-01
2019,Trincomalee,May,0,2019-05-01
2019,Trincomalee,June,0,2019-06-01
2019,Trincomalee,July,0,2019-07-01
2019,Trincomalee,August,0,2019-08-01
2019,Trincomalee,September,0,2019-09-01
2019,Trincomalee,October,1,2019-10-01
2019,Trincomalee,November,1,2019-11-01
2019,Trincomalee,December,0,2019-12-01
2019,Vavuniya,January,1,2019-01-01
2019,Vavuniya,February,0,2019-02-01
2019,Vavuniya,March,0,2019-03-01
2019,Vavuniya,April,0,2019-04-01
2019,Vavuniya,May,0,2019-05-01
2019,Vavuniya,June,0,2019-06-01
2019,Vavuniya,July,0,2019-07-01
2019,Vavuniya,August,0,2019-08-01
2019,Vavuniya,September,0,2019-09-01
2019,Vavuniya,October,0,2019-10-01
2019,Vavuniya,November,1,2019-11-01
2019,Vavuniya,December,0,2019-12-01
2020,Ampara,January,1,2020-01-01
2020,Ampara,February,0,2020-02-01
2020,Ampara,March,0,2020-03-01
2020,Ampara,April,0,2020-04-01
2020,Ampara,May,0,2020-05-01
2020,Ampara,June,1,2020-06-01
2020,Ampara,July,0,2020-07-01
2020,Ampara,August,0,2020-08-01
2020,Ampara,September,0,2020-09-01
2020,Ampara,October,0,2020-10-01
2020,Ampara,November,0,2020-11-01
2020,Ampara,December,0,2020-12-01
2020,Anuradhapura,January,1,2020-01-01
2020,Anuradhapura,February,0,2020-02-01
2020,Anuradhapura,March,0,2020-03-01
2020,Anuradhapura,April,0,2020-04-01
2020,Anuradhapura,May,0,2020-05-01
2020,Anuradhapura,June,0,2020-06-01
2020,Anuradhapura,July,1,2020-07-01
2020,Anuradhapura,August,0,2020-08-01
2020,Anuradhapura,September,0,2020-09-01
2020,Anuradhapura,October,1,2020-10-01
2020,Anuradhapura,November,1,2020-11-01
2020,Anuradhapura,December,1,2020-12-01
2020,Badulla,January,1,2020-01-01
2020,Badulla,February,0,2020-02-01
2020,Badulla,March,0,2020-03-01
2020,Badulla,April,0,2020-04-01
2020,Badulla,May,0,2020-05-01
2020,Badulla,June,0,2020-06-01
2020,Badulla,July,0,2020-07-01
2020,Badulla,August,0,2020-08-01
2020,Badulla,September,0,2020-09-01
2020,Badulla,October,0,2020-10-01
2020,Badulla,November,0,2020-11-01
2020,Badulla,December,0,2020-12-01
2020,Batticaloa,January,0,2020-01-01
2020,Batticaloa,February,0,2020-02-01
2020,Batticaloa,March,0,2020-03-01
2020,Batticaloa,April,0,2020-04-01
2020,Batticaloa,May,0,2020-05-01
2020,Batticaloa,June,0,2020-06-01
2020,Batticaloa,July,0,2020-07-01
2020,Batticaloa,August,0,2020-08-01
2020,Batticaloa,September,0,2020-09-01
2020,Batticaloa,October,0,2020-10-01
2020,Batticaloa,November,0,2020-11-01
2020,Batticaloa,December,0,2020-12-01
2020,Colombo,January,0,2020-01-01
2020,Colombo,February,0,2020-02-01
2020,Colombo,March,0,2020-03-01
2020,Colombo,April,0,2020-04-01
2020,Colombo,May,0,2020-05-01
2020,Colombo,June,0,2020-06-01
2020,Colombo,July,0,2020-07-01
2020,Colombo,August,0,2020-08-01
2020,Colombo,September,0,2020-09-01
2020,Colombo,October,0,2020-10-01
2020,Colombo,November,0,2020-11-01
2020,Colombo,December,0,2020-12-01
2020,Galle,January,0,2020-01-01
2020,Galle,February,0,2020-02-01
2020,Galle,March,0,2020-03-01
2020,Galle,April,0,2020-04-01
2020,Galle,May,0,2020-05-01
2020,Galle,June,0,2020-06-01
2020,Galle,July,0,2020-07-01
2020,Galle,August,0,2020-08-01
2020,Galle,September,0,2020-09-01
2020,Galle,October,0,2020-10-01
2020,Galle,November,0,2020-11-01
2020,Galle,December,0,2020-12-01
2020,Gampaha,January,1,2020-01-01
2020,Gampaha,February,0,2020-02-01
2020,Gampaha,March,0,2020-03-01
2020,Gampaha,April,0,2020-04-01
2020,Gampaha,May,0,2020-05-01
2020,Gampaha,June,0,2020-06-01
2020,Gampaha,July,0,2020-07-01
2020,Gampaha,August,0,2020-08-01
2020,Gampaha,September,0,2020-09-01
2020,Gampaha,October,0,2020-10-01
2020,Gampaha,November,0,2020-11-01
2020,Gampaha,December,0,2020-12-01
2020,Hambantota,January,1,2020-01-01
2020,Hambantota,February,0,2020-02-01
2020,Hambantota,March,0,2020-03-01
2020,Hambantota,April,0,2020-04-01
2020,Hambantota,May,0,2020-05-01
2020,Hambantota,June,0,2020-06-01
2020,Hambantota,July,0,2020-07-01
2020,Hambantota,August,0,2020-08-01
2020,Hambantota,September,0,2020-09-01
2020,Hambantota,October,0,2020-10-01
2020,Hambantota,November,0,2020-11-01
2020,Hambantota,December,0,2020-12-01
2020,Jaffna,January,0,2020-01-01
2020,Jaffna,February,0,2020-02-01
2020,Jaffna,March,0,2020-03-01
2020,Jaffna,April,0,2020-04-01
2020,Jaffna,May,0,2020-05-01
2020,Jaffna,June,0,2020-06-01
2020,Jaffna,July,0,2020-07-01
2020,Jaffna,August,0,2020-08-01
2020,Jaffna,September,0,2020-09-01
2020,Jaffna,October,0,2020-10-01
2020,Jaffna,November,0,2020-11-01
2020,Jaffna,December,0,2020-12-01
2020,Kalutara,January,1,2020-01-01
2020,Kalutara,February,0,2020-02-01
2020,Kalutara,March,0,2020-03-01
2020,Kalutara,April,0,2020-04-01
2020,Kalutara,May,0,2020-05-01
2020,Kalutara,June,0,2020-06-01
2020,Kalutara,July,0,2020-07-01
2020,Kalutara,August,1,2020-08-01
2020,Kalutara,September,0,2020-09-01
2020,Kalutara,October,0,2020-10-01
2020,Kalutara,November,0,2020-11-01
2020,Kalutara,December,0,2020-12-01
2020,Kandy,January,0,2020-01-01
2020,Kandy,February,0,2020-02-01
2020,Kandy,March,0,2020-03-01
2020,Kandy,April,0,2020-04-01
2020,Kandy,May,0,2020-05-01
2020,Kandy,June,0,2020-06-01
2020,Kandy,July,0,2020-07-01
2020,Kandy,August,0,2020-08-01
2020,Kandy,September,0,2020-09-01
2020,Kandy,October,1,2020-10-01
2020,Kandy,November,1,2020-11-01
2020,Kandy,December,0,2020-12-01
2020,Kegalle,January,0,2020-01-01
2020,Kegalle,February,0,2020-02-01
2020,Kegalle,March,0,2020-03-01
2020,Kegalle,April,0,2020-04-01
2020,Kegalle,May,0,2020-05-01
2020,Kegalle,June,0,2020-06-01
2020,Kegalle,July,0,2020-07-01
2020,Kegalle,August,0,2020-08-01
2020,Kegalle,September,0,2020-09-01
2020,Kegalle,October,1,2020-10-01
2020,Kegalle,November,0,2020-11-01
2020,Kegalle,December,0,2020-12-01
2020,Kilinochchi,January,0,2020-01-01
2020,Kilinochchi,February,0,2020-02-01
2020,Kilinochchi,March,0,2020-03-01
2020,Kilinochchi,April,0,2020-04-01
2020,Kilinochchi,May,0,2020-05-01
2020,Kilinochchi,June,0,2020-06-01
2020,Kilinochchi,July,0,2020-07-01
2020,Kilinochchi,August,0,2020-08-01
2020,Kilinochchi,September,0,2020-09-01
2020,Kilinochchi,October,0,2020-10-01
2020,Kilinochchi,November,0,2020-11-01
2020,Kilinochchi,December,0,2020-12-01
2020,Kurunegala,January,1,2020-01-01
2020,Kurunegala,February,1,2020-02-01
2020,Kurunegala,March,0,2020-03-01
2020,Kurunegala,April,0,2020-04-01
2020,Kurunegala,May,0,2020-05-01
2020,Kurunegala,June,0,2020-06-01
2020,Kurunegala,July,0,2020-07-01
2020,Kurunegala,August,1,2020-08-01
2020,Kurunegala,September,0,2020-09-01
2020,Kurunegala,October,0,2020-10-01
2020,Kurunegala,November,0,2020-11-01
2020,Kurunegala,December,0,2020-12-01
2020,Mannar,January,0,2020-01-01
2020,Mannar,February,0,2020-02-01
2020,Mannar,March,0,2020-03-01
2020,Mannar,April,0,2020-04-01
2020,Mannar,May,0,2020-05-01
2020,Mannar,June,0,2020-06-01
2020,Mannar,July,0,2020-07-01
2020,Mannar,August,0,2020-08-01
2020,Mannar,September,0,2020-09-01
2020,Mannar,October,0,2020-10-01
2020,Mannar,November,0,2020-11-01
2020,Mannar,December,0,2020-12-01
2020,Matale,January,1,2020-01-01
2020,Matale,February,0,2020-02-01
2020,Matale,March,0,2020-03-01
2020,Matale,April,0,2020-04-01
2020,Matale,May,0,2020-05-01
2020,Matale,June,0,2020-06-01
2020,Matale,July,0,2020-07-01
2020,Matale,August,0,2020-08-01
2020,Matale,September,0,2020-09-01
2020,Matale,October,0,2020-10-01
2020,Matale,November,0,2020-11-01
2020,Matale,December,0,2020-12-01
2020,Matara,January,0,2020-01-01
2020,Matara,February,0,2020-02-01
2020,Matara,March,0,2020-03-01
2020,Matara,April,0,2020-04-01
2020,Matara,May,0,2020-05-01
2020,Matara,June,0,2020-06-01
2020,Matara,July,0,2020-07-01
2020,Matara,August,0,2020-08-01
2020,Matara,September,0,2020-09-01
2020,Matara,October,0,2020-10-01
2020,Matara,November,0,2020-11-01
2020,Matara,December,0,2020-12-01
2020,Moneragala,January,1,2020-01-01
2020,Moneragala,February,1,2020-02-01
2020,Moneragala,March,0,2020-03-01
2020,Moneragala,April,0,2020-04-01
2020,Moneragala,May,0,2020-05-01
2020,Moneragala,June,0,2020-06-01
2020,Moneragala,July,0,2020-07-01
2020,Moneragala,August,0,2020-08-01
2020,Moneragala,September,0,2020-09-01
2020,Moneragala,October,1,2020-10-01
2020,Moneragala,November,1,2020-11-01
2020,Moneragala,December,0,2020-12-01
2020,Mullaitivu,January,0,2020-01-01
2020,Mullaitivu,February,0,2020-02-01
2020,Mullaitivu,March,0,2020-03-01
2020,Mullaitivu,April,0,2020-04-01
2020,Mullaitivu,May,0,2020-05-01
2020,Mullaitivu,June,0,2020-06-01
2020,Mullaitivu,July,0,2020-07-01
2020,Mullaitivu,August,0,2020-08-01
2020,Mullaitivu,September,0,2020-09-01
2020,Mullaitivu,October,0,2020-10-01
2020,Mullaitivu,November,0,2020-11-01
2020,Mullaitivu,December,0,2020-12-01
2020,Nuwara Eliya,January,1,2020-01-01
2020,Nuwara Eliya,February,1,2020-02-01
2020,Nuwara Eliya,March,0,2020-03-01
2020,Nuwara Eliya,April,0,2020-04-01
2020,Nuwara Eliya,May,0,2020-05-01
2020,Nuwara Eliya,June,0,2020-06-01
2020,Nuwara Eliya,July,0,2020-07-01
2020,Nuwara Eliya,August,0,2020-08-01
2020,Nuwara Eliya,September,0,2020-09-01
2020,Nuwara Eliya,October,0,2020-10-01
2020,Nuwara Eliya,November,1,2020-11-01
2020,Nuwara Eliya,December,1,2020-12-01
2020,Polonnaruwa,January,1,2020-01-01
2020,Polonnaruwa,February,1,2020-02-01
2020,Polonnaruwa,March,0,2020-03-01
2020,Polonnaruwa,April,0,2020-04-01
2020,Polonnaruwa,May,0,2020-05-01
2020,Polonnaruwa,June,0,2020-06-01
2020,Polonnaruwa,July,0,2020-07-01
2020,Polonnaruwa,August,0,2020-08-01
2020,Polonnaruwa,September,0,2020-09-01
2020,Polonnaruwa,October,0,2020-10-01
2020,Polonnaruwa,November,0,2020-11-01
2020,Polonnaruwa,December,0,2020-12-01
2020,Puttalam,January,0,2020-01-01
2020,Puttalam,February,0,2020-02-01
2020,Puttalam,March,0,2020-03-01
2020,Puttalam,April,0,2020-04-01
2020,Puttalam,May,0,2020-05-01
2020,Puttalam,June,0,2020-06-01
2020,Puttalam,July,0,2020-07-01
2020,Puttalam,August,0,2020-08-01
2020,Puttalam,September,0,2020-09-01
2020,Puttalam,October,0,2020-10-01
2020,Puttalam,November,1,2020-11-01
2020,Puttalam,December,1,2020-12-01
2020,Ratnapura,January,0,2020-01-01
2020,Ratnapura,February,0,2020-02-01
2020,Ratnapura,March,0,2020-03-01
2020,Ratnapura,April,0,2020-04-01
2020,Ratnapura,May,0,2020-05-01
2020,Ratnapura,June,0,2020-06-01
2020,Ratnapura,July,0,2020-07-01
2020,Ratnapura,August,0,2020-08-01
2020,Ratnapura,September,0,2020-09-01
2020,Ratnapura,October,0,2020-10-01
2020,Ratnapura,November,0,2020-11-01
2020,Ratnapura,December,0,2020-12-01
2020,Trincomalee,January,0,2020-01-01
2020,Trincomalee,February,0,2020-02-01
2020,Trincomalee,March,1,2020-03-01
2020,Trincomalee,April,0,2020-04-01
2020,Trincomalee,May,0,2020-05-01
2020,Trincomalee,June,0,2020-06-01
2020,Trincomalee,July,0,2020-07-01
2020,Trincomalee,August,0,2020-08-01
2020,Trincomalee,September,0,2020-09-01
2020,Trincomalee,October,0,2020-10-01
2020,Trincomalee,November,0,2020-11-01
2020,Trincomalee,December,0,2020-12-01
2020,Vavuniya,January,0,2020-01-01
2020,Vavuniya,February,0,2020-02-01
2020,Vavuniya,March,0,2020-03-01
2020,Vavuniya,April,0,2020-04-01
2020,Vavuniya,May,0,2020-05-01
2020,Vavuniya,June,0,2020-06-01
2020,Vavuniya,July,0,2020-07-01
2020,Vavuniya,August,0,2020-08-01
2020,Vavuniya,September,0,2020-09-01
2020,Vavuniya,October,0,2020-10-01
2020,Vavuniya,November,0,2020-11-01
2020,Vavuniya,December,0,2020-12-01
2021,Ampara,January,1,2021-01-01
2021,Ampara,February,1,2021-02-01
2021,Ampara,March,0,2021-03-01
2021,Ampara,April,0,2021-04-01
2021,Ampara,May,0,2021-05-01
2021,Ampara,June,0,2021-06-01
2021,Ampara,July,0,2021-07-01
2021,Ampara,August,0,2021-08-01
2021,Ampara,September,0,2021-09-01
2021,Ampara,October,0,2021-10-01
2021,Ampara,November,0,2021-11-01
2021,Ampara,December,1,2021-12-01
2021,Anuradhapura,January,1,2021-01-01
2021,Anuradhapura,February,1,2021-02-01
2021,Anuradhapura,March,1,2021-03-01
2021,Anuradhapura,April,0,2021-04-01
2021,Anuradhapura,May,0,2021-05-01
2021,Anuradhapura,June,0,2021-06-01
2021,Anuradhapura,July,0,2021-07-01
2021,Anuradhapura,August,0,2021-08-01
2021,Anuradhapura,September,0,2021-09-01
2021,Anuradhapura,October,0,2021-10-01
2021,Anuradhapura,November,0,2021-11-01
2021,Anuradhapura,December,1,2021-12-01
2021,Badulla,January,1,2021-01-01
2021,Badulla,February,1,2021-02-01
2021,Badulla,March,1,2021-03-01
2021,Badulla,April,0,2021-04-01
2021,Badulla,May,0,2021-05-01
2021,Badulla,June,0,2021-06-01
2021,Badulla,July,0,2021-07-01
2021,Badulla,August,0,2021-08-01
2021,Badulla,September,0,2021-09-01
2021,Badulla,October,0,2021-10-01
2021,Badulla,November,0,2021-11-01
2021,Badulla,December,0,2021-12-01
2021,Batticaloa,January,0,2021-01-01
2021,Batticaloa,February,0,2021-02-01
2021,Batticaloa,March,0,2021-03-01
2021,Batticaloa,April,0,2021-04-01
2021,Batticaloa,May,0,2021-05-01
2021,Batticaloa,June,0,2021-06-01
2021,Batticaloa,July,0,2021-07-01
2021,Batticaloa,August,0,2021-08-01
2021,Batticaloa,September,0,2021-09-01
2021,Batticaloa,October,0,2021-10-01
2021,Batticaloa,November,0,2021-11-01
2021,Batticaloa,December,1,2021-12-01
2021,Colombo,January,0,2021-01-01
2021,Colombo,February,0,2021-02-01
2021,Colombo,March,0,2021-03-01
2021,Colombo,April,0,2021-04-01
2021,Colombo,May,0,2021-05-01
2021,Colombo,June,0,2021-06-01
2021,Colombo,July,0,2021-07-01
2021,Colombo,August,0,2021-08-01
2021,Colombo,September,0,2021-09-01
2021,Colombo,October,0,2021-10-01
2021,Colombo,November,0,2021-11-01
2021,Colombo,December,1,2021-12-01
2021,Galle,January,0,2021-01-01
2021,Galle,February,0,2021-02-01
2021,Galle,March,0,2021-03-01
2021,Galle,April,0,2021-04-01
2021,Galle,May,0,2021-05-01
2021,Galle,June,0,2021-06-01
2021,Galle,July,0,2021-07-01
2021,Galle,August,0,2021-08-01
2021,Galle,September,0,2021-09-01
2021,Galle,October,0,2021-10-01
2021,Galle,November,0,2021-11-01
2021,Galle,December,0,2021-12-01
2021,Gampaha,January,0,2021-01-01
2021,Gampaha,February,0,2021-02-01
2021,Gampaha,March,1,2021-03-01
2021,Gampaha,April,1,2021-04-01
2021,Gampaha,May,0,2021-05-01
2021,Gampaha,June,0,2021-06-01
2021,Gampaha,July,0,2021-07-01
2021,Gampaha,August,0,2021-08-01
2021,Gampaha,September,0,2021-09-01
2021,Gampaha,October,0,2021-10-01
2021,Gampaha,November,0,2021-11-01
2021,Gampaha,December,1,2021-12-01
2021,Hambantota,January,0,2021-01-01
2021,Hambantota,February,0,2021-02-01
2021,Hambantota,March,0,2021-03-01
2021,Hambantota,April,0,2021-04-01
2021,Hambantota,May,0,2021-05-01
2021,Hambantota,June,0,2021-06-01
2021,Hambantota,July,0,2021-07-01
2021,Hambantota,August,0,2021-08-01
2021,Hambantota,September,0,2021-09-01
2021,Hambantota,October,0,2021-10-01
2021,Hambantota,November,0,2021-11-01
2021,Hambantota,December,0,2021-12-01
2021,Jaffna,January,0,2021-01-01
2021,Jaffna,February,0,2021-02-01
2021,Jaffna,March,0,2021-03-01
2021,Jaffna,April,0,2021-04-01
2021,Jaffna,May,0,2021-05-01
2021,Jaffna,June,0,2021-06-01
2021,Jaffna,July,0,2021-07-01
2021,Jaffna,August,0,2021-08-01
2021,Jaffna,September,0,2021-09-01
2021,Jaffna,October,0,2021-10-01
2021,Jaffna,November,0,2021-11-01
2021,Jaffna,December,0,2021-12-01
2021,Kalutara,January,0,2021-01-01
2021,Kalutara,February,0,2021-02-01
2021,Kalutara,March,0,2021-03-01
2021,Kalutara,April,0,2021-04-01
2021,Kalutara,May,0,2021-05-01
2021,Kalutara,June,0,2021-06-01
2021,Kalutara,July,0,2021-07-01
2021,Kalutara,August,0,2021-08-01
2021,Kalutara,September,0,2021-09-01
2021,Kalutara,October,1,2021-10-01
2021,Kalutara,November,0,2021-11-01
2021,Kalutara,December,0,2021-12-01
2021,Kandy,January,0,2021-01-01
2021,Kandy,February,0,2021-02-01
2021,Kandy,March,1,2021-03-01
2021,Kandy,April,1,2021-04-01
2021,Kandy,May,1,2021-05-01
2021,Kandy,June,0,2021-06-01
2021,Kandy,July,0,2021-07-01
2021,Kandy,August,0,2021-08-01
2021,Kandy,September,0,2021-09-01
2021,Kandy,October,0,2021-10-01
2021,Kandy,November,0,2021-11-01
2021,Kandy,December,1,2021-12-01
2021,Kegalle,January,0,2021-01-01
2021,Kegalle,February,0,2021-02-01
2021,Kegalle,March,0,2021-03-01
2021,Kegalle,April,0,2021-04-01
2021,Kegalle,May,0,2021-05-01
2021,Kegalle,June,0,2021-06-01
2021,Kegalle,July,0,2021-07-01
2021,Kegalle,August,0,2021-08-01
2021,Kegalle,September,0,2021-09-01
2021,Kegalle,October,0,2021-10-01
2021,Kegalle,November,0,2021-11-01
2021,Kegalle,December,0,2021-12-01
2021,Kilinochchi,January,0,2021-01-01
2021,Kilinochchi,February,0,2021-02-01
2021,Kilinochchi,March,0,2021-03-01
2021,Kilinochchi,April,0,2021-04-01
2021,Kilinochchi,May,0,2021-05-01
2021,Kilinochchi,June,0,2021-06-01
2021,Kilinochchi,July,0,2021-07-01
2021,Kilinochchi,August,0,2021-08-01
2021,Kilinochchi,September,0,2021-09-01
2021,Kilinochchi,October,0,2021-10-01
2021,Kilinochchi,November,0,2021-11-01
2021,Kilinochchi,December,0,2021-12-01
2021,Kurunegala,January,0,2021-01-01
2021,Kurunegala,February,1,2021-02-01
2021,Kurunegala,March,1,2021-03-01
2021,Kurunegala,April,0,2021-04-01
2021,Kurunegala,May,0,2021-05-01
2021,Kurunegala,June,0,2021-06-01
2021,Kurunegala,July,0,2021-07-01
2021,Kurunegala,August,0,2021-08-01
2021,Kurunegala,September,0,2021-09-01
2021,Kurunegala,October,0,2021-10-01
2021,Kurunegala,November,0,2021-11-01
2021,Kurunegala,December,1,2021-12-01
2021,Mannar,January,0,2021-01-01
2021,Mannar,February,0,2021-02-01
2021,Mannar,March,0,2021-03-01
2021,Mannar,April,0,2021-04-01
2021,Mannar,May,0,2021-05-01
2021,Mannar,June,0,2021-06-01
2021,Mannar,July,0,2021-07-01
2021,Mannar,August,0,2021-08-01
2021,Mannar,September,0,2021-09-01
2021,Mannar,October,0,2021-10-01
2021,Mannar,November,0,2021-11-01
